-974.555	-240.018	-9949.5	2 10	169.3	399.9	11	390.98	412.81	
-974.07	-246.226	-9949.4	2 10	169.3	399.9	11	390.98	412.81	
-1016.08	-41.2924	-9948.16	2 10	173.29	414.28	11	393.61	427.31	
985.262	-260.218	-9947.94	2 10	28.1	395.47	11	256.97	406.37	
860.775	-550.012	-9947.69	2 10	34.26	375.37	11	263.57	387.21	
662.009	-780.916	-9947.46	2 10	51.89	358.17	11	277.7	371.95	
814.393	627.433	-9947.01	2 10	36.96	460.39	11	263.63	467.95	
-659.223	-791.671	-9946.79	2 10	148.78	361.14	11	369.63	374.02	
-668.868	-788.084	-9946.43	2 10	148.78	361.14	11	369.63	374.02	
-1035.8	-34.9119	-9946.15	2 10	173.29	414.28	11	393.61	427.31	
1037.75	52.7627	-9945.87	2 10	21.63	417.91	11	249.94	427.81	
679.351	-787.951	-9945.73	2 10	51.89	358.17	11	277.7	371.95	
628.808	836.618	-9945.08	2 10	50.73	475.81	11	275.82	483.09	
-590.768	-864.232	-9945.05	2 10	143.58	355.1	11	364.94	368.84	
840.164	634.322	-9944.43	2 10	36.96	460.39	11	263.63	467.95	
-592.824	-872.115	-9944.24	2 10	143.58	355.1	11	364.94	368.84	
910.407	-540.944	-9943.77	2 10	34.26	375.37	11	263.57	387.21	
1062	51.5	-9943.31	2 10	21.63	417.91	11	249.94	427.81	
649.054	845.897	-9943	2 10	50.73	475.81	11	275.82	483.09	
-959.368	-479.928	-9942.3	2 10	169.03	383.45	11	390.43	396.4	
-965.059	-475.781	-9941.95	2 10	169.03	383.45	11	390.43	396.4	
1062.35	-210.046	-9941.19	2 10	20.84	398.82	11	248.95	409.82	
938.003	556.452	-9940.35	2 10	27.65	455.77	11	255.33	462.66	
863.39	667.648	-9940.26	2 10	33.01	463.59	11	260.13	470.58	
876.456	-652.474	-9940.13	2 10	36.03	367.15	11	262.73	380.18	
834.76	714.661	-9939.44	2 10	35.11	467.15	11	261.96	473.93	
1079.95	-211.588	-9939.26	2 10	20.84	398.82	11	248.95	409.82	
889.478	-655.617	-9938.76	2 10	36.03	367.15	11	262.73	380.18	
891.076	678.108	-9937.11	2 10	33.01	463.59	11	260.13	470.58	
965.699	571.13	-9936.86	2 10	27.65	455.77	11	255.33	462.66	
-1124.6	13.2689	-9936.55	2 10	179.62	417.65	11	401.42	431.48	
-1126.83	11.8508	-9936.3	2 10	179.62	417.65	11	401.42	431.48	
861.525	726.818	-9936.27	2 10	35.11	467.15	11	261.96	473.93	
1099.27	-252.571	-9936.19	2 10	17.64	395.38	11	246.53	406.82	
1063.05	-439.836	-9933.6	2 10	20.27	382.17	11	249.47	394.17	
1123.31	-257.993	-9933.36	2 10	17.64	395.38	11	246.53	406.82	
1145.7	181.89	-9932.49	2 10	14.75	427.31	11	242.17	436.32	
888.575	-746.947	-9932.4	2 10	33.91	360.19	11	262.11	373.7	
-1107.42	-349.426	-9932.35	2 10	180.6	392.02	11	400.9	405.9	
1148.3	182.047	-9932.18	2 10	14.75	427.31	11	242.17	436.32	
1104.06	-368.404	-9932.04	2 10	16.79	387.79	11	246.49	398.92	
1093.43	-441.096	-9930.25	2 10	20.27	382.17	11	249.47	394.17	
919.906	-750.877	-9929.25	2 10	33.91	360.19	11	262.11	373.7	
-1132.81	-356.133	-9929.24	2 10	180.6	392.02	11	400.9	405.9	
-1187.6	-13.275	-9929.22	2 10	184.39	415.56	11	406.09	429.8	
-1186.97	-118.736	-9928.6	2 10	184.03	408.62	11	406.84	422.5	
1137.21	-362.278	-9928.52	2 10	16.79	387.79	11	246.49	398.92	
-1194.11	-19.2599	-9928.43	2 10	184.39	415.56	11	406.09	429.8	
-1195.09	-116.999	-9927.64	2 10	184.03	408.62	11	406.84	422.5	
932.684	-760.206	-9927.35	2 10	30.02	359.27	11	259.12	372.68	
1096.53	-499.866	-9927.12	2 10	18.98	377.64	11	247.32	389.99	
1135.46	-421.764	-9926.37	2 10	14.68	383.46	11	244.47	395.2	
-1116.44	-471.307	-9926.3	2 10	180.08	384.24	11	401.83	397.35	
-984.394	-707.273	-9926.26	2 10	172.17	367.34	11	392.78	380.51	
-1122.69	-467.651	-9925.77	2 10	180.08	384.24	11	401.83	397.35	
972.858	-732.442	-9925.58	2 10	27.25	361.43	11	256.31	374.47	
1111.92	-503.005	-9925.25	2 10	18.98	377.64	11	247.32	389.99	
1162.82	-378.041	-9924.96	2 10	12.62	386.41	11	242.49	398.1	
-1218.03	141.716	-9924.53	2 10	186.48	426.82	11	408.05	440.86	
-1003.69	-707.482	-9924.32	2 10	172.17	367.34	11	392.78	380.51	
971.891	-761.589	-9923.48	2 10	30.02	359.27	11	259.12	372.68	
-1226.84	141.607	-9923.45	2 10	186.48	426.82	11	408.05	440.86	
-1161.87	-429.969	-9922.96	2 10	182.52	385.95	11	405.06	400.36	
1166.38	-421.082	-9922.81	2 10	14.68	383.46	11	244.47	395.2	
-1158.05	-443.797	-9922.8	2 10	182.52	385.95	11	405.06	400.36	
1145.74	482.264	-9922.43	2 10	11.46	449.25	11	241.26	456.92	
1007.95	-730.37	-9922.23	2 10	27.25	361.43	11	256.31	374.47	
1192.3	-379.693	-9921.4	2 10	12.62	386.41	11	242.49	398.1	
803.94	-964.675	-9920.84	2 10	41.51	345.1	11	268.37	359.02	
1231.89	-250.746	-9920.66	2 10	7.13	395.05	11	237.44	406.57	
-1203.15	-371.565	-9920.4	2 10	186.31	391.34	11	407.96	404.57	
-885.428	-896.421	-9920.3	2 10	166.21	353.11	11	386.1	367.07	
919.009	866.48	-9919.91	2 10	28.14	477.47	11	255.66	484.22	
822.886	-963.501	-9919.4	2 10	41.51	345.1	11	268.37	359.02	
-1213.91	-367.448	-9919.24	2 10	186.31	391.34	11	407.96	404.57	
1200.48	-431.292	-9918.31	2 10	9.83	382.62	11	240.04	394.37	
1181.07	482.495	-9918.28	2 10	11.46	449.25	11	241.26	456.92	
964.737	-845.935	-9917.34	2 10	28.38	351.95	11	257.11	366.74	
948.521	866.903	-9917.1	2 10	28.14	477.47	11	255.66	484.22	
1260.75	-259.014	-9916.82	2 10	7.13	395.05	11	237.44	406.57	
-913.14	-908.762	-9916.67	2 10	166.21	353.11	11	386.1	367.07	
-1287.43	64.8319	-9916.57	2 10	191.73	421.6	11	413.31	435.64	
-1300.16	65.5966	-9914.9	2 10	191.73	421.6	11	413.31	435.64	
1230.02	-430.679	-9914.71	2 10	9.83	382.62	11	240.04	394.37	
-1173	570.828	-9914.55	2 10	182.46	456.85	11	404.06	471.21	
-1176.26	570.674	-9914.17	2 10	182.46	456.85	11	404.06	471.21	
1260.93	-350.036	-9914.01	2 10	5.09	388.08	11	235.7	399.73	
995.775	-861.612	-9912.92	2 10	28.38	351.95	11	257.11	366.74	
1289.76	-353.899	-9910.16	2 10	5.09	388.08	11	235.7	399.73	
-1331.94	176.812	-9909.32	2 10	194.68	429.41	11	416.42	443.74	
-1303.61	-368.549	-9907.81	2 10	193.17	391.15	11	415.36	405.02	
-1344.01	176.812	-9907.69	2 10	194.68	429.41	11	416.42	443.74	
-1215.04	-601.522	-9907.67	2 10	186.34	373.54	11	409.36	388.38	
-1207.86	-622.96	-9907.22	2 10	186.34	373.54	11	409.36	388.38	
-1311.54	-372.014	-9906.64	2 10	193.17	391.15	11	415.36	405.02	
-1105.78	798.598	-9906.54	2 10	178.45	472.92	11	398.8	487.24	
1182.93	-682.501	-9906.3	2 10	11.86	364.62	11	241.82	377.31	
-1122.22	798.612	-9904.69	2 10	178.45	472.92	11	398.8	487.24	
-1377.82	-7.9784	-9904.62	2 10	198.2	416.57	11	420.15	430.76	
-1360.78	248.974	-9903.85	2 10	196.89	433.75	11	418.45	448.98	
1209.31	-678.696	-9903.38	2 10	11.86	364.62	11	241.82	377.31	
-1350.55	319.755	-9903.22	2 10	196.26	439.58	11	417.58	453.99	
-1390.84	-8.10445	-9902.8	2 10	198.2	416.57	11	420.15	430.76	
-1368.85	-255.937	-9902.56	2 10	198.06	399.08	11	419.96	413.15	
-1376.38	238.425	-9901.96	2 10	196.89	433.75	11	418.45	448.98	
1009.99	-965.846	-9901.87	2 10	24.97	345.84	11	254.26	358.42	
846.053	-1119.67	-9901.04	2 10	37	333.46	11	265.8	348.28	
-1368.67	321.909	-9900.66	2 10	196.26	439.58	11	417.58	453.99	
1042.55	-943.665	-9900.64	2 10	24.97	345.84	11	254.26	358.42	
-1383.76	-259.321	-9900.4	2 10	198.06	399.08	11	419.96	413.15	
-1405.93	92.8771	-9900.24	2 10	200.16	423.72	11	422.07	438.02	
-1420.52	94.0054	-9898.14	2 10	200.16	423.72	11	422.07	438.02	
822.855	-1164.83	-9897.78	2 10	39.87	330.1	11	267.48	345.23	
726.414	-1227.32	-9897.78	2 10	46.62	326.26	11	274.22	341.15	
886.3	-1121.1	-9897.35	2 10	37	333.46	11	265.8	348.28	
759.562	-1226.26	-9895.42	2 10	46.62	326.26	11	274.22	341.15	
848.899	-1169.09	-9895.08	2 10	39.87	330.1	11	267.48	345.23	
-1379.52	432.876	-9894.93	2 10	198	447.36	11	419.58	462.19	
-1394.82	432.541	-9892.79	2 10	198	447.36	11	419.58	462.19	
-1436.24	300.944	-9891.75	2 10	201.99	437.67	11	424.01	452.97	
-1423.18	379.48	-9890.93	2 10	201.14	443.87	11	422.92	458.54	
-1449.59	293.332	-9890.03	2 10	201.99	437.67	11	424.01	452.97	
-1481.81	-23.6125	-9889.58	2 10	205.38	415.01	11	427.95	429.97	
-1438.71	382.081	-9888.59	2 10	201.14	443.87	11	422.92	458.54	
-1492.49	-32.237	-9887.94	2 10	205.38	415.01	11	427.95	429.97	
-1453.16	349.637	-9887.67	2 10	203.06	441.31	11	425.21	456.52	
1210.21	-879.964	-9887.42	2 10	8.77	350.2	11	240.37	363.76	
1136.45	-977.342	-9887.03	2 10	15.33	343.19	11	245.62	357.3	
1076.41	-1051.62	-9886.12	2 10	20.37	337.73	11	249.88	352.37	
1504.46	-41.9174	-9886.09	2 11	218.16	420.01	12	539.75	397.96	
-1465.47	345.105	-9886.02	2 10	203.06	441.31	11	425.21	456.52	
1272.84	-827.505	-9884.08	2 10	5.04	353.52	11	235.97	367.17	
1169.9	-974.141	-9883.44	2 10	15.33	343.19	11	245.62	357.3	
1105.22	-1051.95	-9882.91	2 10	20.37	337.73	11	249.88	352.37	
1253.63	-874.406	-9882.5	2 10	8.77	350.2	11	240.37	363.76	
1535.88	-32.5729	-9881.3	2 11	218.16	420.01	12	539.75	397.96	
-1096.73	-1080.66	-9880.76	2 10	180.79	341.02	11	401.93	354.36	
1017.09	-1157.86	-9880.53	2 10	24.7	330.43	11	254.15	345.23	
1301.16	-826.915	-9880.44	2 10	5.04	353.52	11	235.97	367.17	
-1115.14	-1086	-9878.11	2 10	180.79	341.02	11	401.93	354.36	
1050.03	-1154.56	-9877.47	2 10	24.7	330.43	11	254.15	345.23	
-738.531	-1391.92	-9875.08	2 10	155.26	318.46	11	376.87	332	
-742.664	-1395.32	-9874.29	2 10	155.26	318.46	11	376.87	332	
1116.28	-1120.78	-9874.1	2 10	17.67	333.02	11	247.28	347.52	
1529.07	-413.544	-9873.75	2 11	217.45	394.64	12	538.62	370.69	
1517.52	-486.186	-9872.22	2 11	218.42	389.73	12	542.36	364.75	
1141.76	-1114.5	-9871.89	2 10	17.67	333.02	11	247.28	347.52	
-44.6543	1597.57	-9871.46	2 10	100.22	530.79	11	321.72	540.13	
-56.2652	1598.86	-9871.19	2 10	100.22	530.79	11	321.72	540.13	
-1488.2	595.989	-9870.67	2 10	205.5	458.84	11	427.54	474.38	
1530.84	-486.22	-9870.16	2 11	218.42	389.73	12	542.36	364.75	
-1502.77	594.254	-9868.56	2 10	205.5	458.84	11	427.54	474.38	
1571.74	-403.041	-9867.48	2 11	217.45	394.64	12	538.62	370.69	
1210.38	-1090.45	-9866.4	2 10	10.19	334.45	11	240.77	349.35	
-1354.46	910.589	-9865.91	2 10	194.83	481.08	11	417.84	497.78	
-1363.67	927.072	-9863.11	2 10	194.83	481.08	11	417.84	497.78	
1239.04	-1090.01	-9862.89	2 10	10.19	334.45	11	240.77	349.35	
-510.981	1575.34	-9861.91	2 10	134.14	528.89	11	353.58	540.92	
-500.287	1579.39	-9861.81	2 10	134.14	528.89	11	353.58	540.92	
1659.79	-6.8769	-9861.29	2 11	207.35	421.95	12	528.58	398.7	
936.605	-1373.53	-9860.84	2 10	31.41	314.65	11	260.07	330.56	
1602.45	-446.246	-9860.68	2 11	212.48	392.2	12	534.42	367.34	
1671.63	-12.3745	-9859.29	2 11	207.35	421.95	12	528.58	398.7	
1003.02	-1339.49	-9858.99	2 10	26.33	317.7	11	255.45	332.75	
1651.34	-291.033	-9858.42	2 11	208.72	402.62	12	527.32	378.82	
965.024	-1374.45	-9857.97	2 10	31.41	314.65	11	260.07	330.56	
-1473.22	807.066	-9857.9	2 10	204.08	472.7	11	426.2	489.6	
-1484.21	790.786	-9857.57	2 10	204.08	472.7	11	426.2	489.6	
1031.43	-1329.23	-9857.45	2 10	26.33	317.7	11	255.45	332.75	
1625.53	-445.883	-9856.92	2 11	212.48	392.2	12	534.42	367.34	
1117.66	-1265.54	-9856.43	2 10	17.02	321.95	11	247.45	337.56	
-1623.56	-519.847	-9853.62	2 10	216.67	381.7	11	439.65	394.97	
1152.71	-1264.68	-9852.5	2 10	17.02	321.95	11	247.45	337.56	
-1418.72	-964.319	-9851.77	2 10	203.57	349.7	11	425.39	362.97	
-1642.41	-513.934	-9850.81	2 10	216.67	381.7	11	439.65	394.97	
1703.62	-283.849	-9849.73	2 11	208.72	402.62	12	527.32	378.82	
1688.49	-401.966	-9848.22	2 11	206.44	394.96	12	526.74	370.33	
1079.19	-1362.19	-9847.83	2 10	20.3	315.84	11	250.26	330.99	
-1442.96	-969.306	-9847.76	2 10	203.57	349.7	11	425.39	362.97	
1247.99	-1223.75	-9846.06	2 10	7.03	324.42	11	238.43	340.09	
1111.04	-1350	-9845.97	2 10	20.3	315.84	11	250.26	330.99	
990.951	-1448.75	-9844.75	2 10	27.06	308.87	11	256.47	325.22	
853.165	-1534.66	-9844.64	2 10	39.02	303.62	11	266.09	319.58	
866.471	-1530.09	-9844.19	2 10	39.02	303.62	11	266.09	319.58	
-800.365	1570.76	-9843.38	2 10	156.97	527.87	11	375.44	541.93	
1717.43	-399.814	-9843.3	2 11	206.44	394.96	12	526.74	370.33	
-983.374	1467.37	-9842.75	2 10	168.17	520.98	11	388.71	535.64	
-827.884	1561.75	-9842.54	2 10	156.97	527.87	11	375.44	541.93	
-979.103	1471.95	-9842.5	2 10	168.17	520.98	11	388.71	535.64	
1282.18	-1223.92	-9841.65	2 10	7.03	324.42	11	238.43	340.09	
1023.64	-1449.63	-9841.28	2 10	27.06	308.87	11	256.47	325.22	
1170.7	-1370.9	-9836.16	2 10	13.17	313.92	11	243.99	330.15	
1068.84	-1461.68	-9834.69	2 10	20.85	307.92	11	251.14	324.13	
-973.61	-1529.55	-9834.25	2 10	171.89	309.4	11	394.36	321.58	
-1646.12	761.908	-9834.11	2 10	216.64	470.62	11	439.39	487.17	
1752.27	-468.946	-9834.11	2 11	202.2	390.21	12	521.97	365.52	
-974.398	-1540.4	-9832.48	2 10	171.89	309.4	11	394.36	321.58	
1204.5	-1370.54	-9832.13	2 10	13.17	313.92	11	243.99	330.15	
-1661.15	758.695	-9831.83	2 10	216.64	470.62	11	439.39	487.17	
1824.01	-123.973	-9831.46	2 11	196.33	413.49	12	513.86	389.66	
-1538.56	-987.754	-9831.44	2 10	210.34	348.54	11	434.82	361.98	
-955.883	1558.66	-9831.42	2 10	166.16	527.67	11	386.49	542.44	
-1543.77	-979.989	-9831.4	2 10	210.34	348.54	11	434.82	361.98	
1105.37	-1457.62	-9831.25	2 10	20.85	307.92	11	251.14	324.13	
-950.291	1565.89	-9830.82	2 10	166.16	527.67	11	386.49	542.44	
1779.94	-462.579	-9829.44	2 11	202.2	390.21	12	521.97	365.52	
1811.49	324.375	-9829.21	2 11	195.79	444.16	12	513.71	422.47	
-1803.8	376.801	-9828.75	2 10	228.38	443.14	11	451.87	459.89	
1168.58	-1440.51	-9826.46	2 10	13.6	308.43	11	244.25	325.34	
1201.92	-1416.99	-9825.86	2 10	11.24	310.73	11	241.92	326.88	
-1823.95	365.332	-9825.46	2 10	228.38	443.14	11	451.87	459.89	
1833.62	329.324	-9824.94	2 11	195.79	444.16	12	513.71	422.47	
1861.27	-123.741	-9824.48	2 11	196.33	413.49	12	513.86	389.66	
1230.15	-1412.07	-9823.07	2 10	11.24	310.73	11	241.92	326.88	
-1052.89	1551	-9822.72	2 10	173.12	527.14	11	393.72	542.18	
-1047.61	1554.58	-9822.72	2 10	173.12	527.14	11	393.72	542.18	
1199.88	-1444.96	-9822.03	2 10	13.6	308.43	11	244.25	325.34	
1179.23	-1479.78	-9819.35	2 10	12.79	305.85	11	243.58	322.59	
1880.55	-275.922	-9817.71	2 11	192.83	402.97	12	510.66	378.75	
1083.04	1568.7	-9816.63	2 10	11.54	530.74	11	241.68	533.4	
-1590.51	-1057.71	-9815.88	2 10	215.09	342.17	11	438.58	356.45	
1210.85	-1479.05	-9815.61	2 10	12.79	305.85	11	243.58	322.59	
-1770.25	723.839	-9815.41	2 10	225.67	467.91	11	448.97	485.01	
1726.41	-850.981	-9813.02	2 11	204.82	364.24	12	524.27	337.3	
-1788.1	718.26	-9812.58	2 10	225.67	467.91	11	448.97	485.01	
-1925.14	122.302	-9812.18	2 10	237.06	426.33	11	461.6	441.92	
1910.14	-272.005	-9812.1	2 11	192.83	402.97	12	510.66	378.75	
-1602.84	-1079.93	-9811.45	2 10	215.09	342.17	11	438.58	356.45	
-1456.09	-1278.32	-9810.49	2 10	205.92	327.03	11	429.13	340.53	
1133.83	1572.73	-9810.25	2 10	11.54	530.74	11	241.68	533.4	
1525.71	-1200.31	-9809.76	2 11	219.29	340.91	12	542.5	312.04	
-1943.6	122.606	-9808.54	2 10	237.06	426.33	11	461.6	441.92	
-1465.06	-1292.66	-9807.27	2 10	205.92	327.03	11	429.13	340.53	
1176.37	-1565.84	-9806.34	2 10	13.35	299.37	11	243.91	316.62	
1946.08	-220.65	-9806.33	2 11	188.13	406.54	12	505.78	382.46	
1013.67	-1682.43	-9805.2	2 10	25.39	290.77	11	255.29	308.9	
1771.51	-850.168	-9805.05	2 11	204.82	364.24	12	524.27	337.3	
1564.79	-1197.25	-9803.98	2 11	219.29	340.91	12	542.5	312.04	
1204.6	-1566.58	-9802.79	2 10	13.35	299.37	11	243.91	316.62	
1754.83	-915.812	-9802.14	2 11	202.98	359.72	12	522.84	332.87	
1968.17	-216.701	-9802.01	2 11	188.13	406.54	12	505.78	382.46	
1975.73	-192.795	-9800.98	2 11	185.99	408.35	12	503.21	384.39	
1048.83	-1692.26	-9799.81	2 10	25.39	290.77	11	255.29	308.9	
-1485.31	1333.59	-9798.74	2 10	206.38	510.93	11	426.81	528.4	
1832.29	-797.133	-9798.33	2 11	197.39	367.59	12	515.85	341.46	
-1698.5	1066.2	-9796.85	2 10	219.86	492.53	11	443.26	509.82	
1998.82	-187.781	-9796.4	2 11	185.99	408.35	12	503.21	384.39	
1792.03	-909.946	-9795.95	2 11	202.98	359.72	12	522.84	332.87	
-1706.89	1065.93	-9795.42	2 10	219.86	492.53	11	443.26	509.82	
-1517.62	1324.32	-9795.05	2 10	206.38	510.93	11	426.81	528.4	
942.879	-1780.17	-9795	2 10	31.4	284.88	11	260.32	302.22	
1972.98	435.483	-9793.76	2 11	184.14	451.34	12	500.27	429.31	
970.809	-1776.43	-9792.95	2 10	31.4	284.88	11	260.32	302.22	
1872.93	-789.38	-9791.27	2 11	197.39	367.59	12	515.85	341.46	
1994.61	439.113	-9789.22	2 11	184.14	451.34	12	500.27	429.31	
2013.23	388.087	-9787.56	2 11	181.5	447.97	12	497.58	424.48	
2035.52	-251.764	-9787.4	2 11	181.99	404.15	12	498.57	379.47	
-1809.38	972.601	-9786.74	2 10	228.48	484.15	11	451.89	503.53	
-1562.74	1336.73	-9786.27	2 10	210.49	511.01	11	432.74	529.12	
-1575.09	1324.63	-9785.93	2 10	210.49	511.01	11	432.74	529.12	
-1293	-1601.39	-9785.89	2 10	194.63	304.88	11	417.61	316.36	
-1827.84	946.521	-9785.86	2 10	228.48	484.15	11	451.89	503.53	
1112.58	-1732.54	-9785.73	2 10	17.6	286.88	11	248.55	305.15	
1256.26	-1636.29	-9784.9	2 10	6.47	293.99	11	238.51	311.5	
-1287.02	-1613.44	-9784.7	2 10	194.63	304.88	11	417.61	316.36	
2033.19	375.205	-9783.93	2 11	181.5	447.97	12	497.58	424.48	
-1401.11	1531.5	-9782.2	2 10	198.08	525.92	11	419.85	543.24	
2061.25	-252.458	-9782	2 11	181.99	404.15	12	498.57	379.47	
-1394.69	1539.51	-9781.86	2 10	198.08	525.92	11	419.85	543.24	
1602.44	1324.55	-9781.5	2 11	206.36	514.37	12	523.58	497.49	
1294.35	-1632.56	-9780.56	2 10	6.47	293.99	11	238.51	311.5	
-1538.38	1405.33	-9780.51	2 10	208.5	516.84	11	430.86	534.1	
1151.14	-1737.4	-9780.41	2 10	17.6	286.88	11	248.55	305.15	
1016.23	-1826.25	-9779.17	2 10	25.8	280.3	11	255.33	298.81	
-1546.99	1405.33	-9779.16	2 10	208.5	516.84	11	430.86	534.1	
1863.5	-973.468	-9776.49	2 11	195.56	355.43	12	515.13	328.47	
